#TAXON,TAXID,NAME
no rank,885540,Influenza A virus (A/Myanmar/M253/2009(H1N1))
no rank,885541,Influenza A virus (A/Myanmar/M256/2009(H1N1))
no rank,885542,Influenza A virus (A/Myanmar/M277/2009(H1N1))
no rank,885543,Influenza A virus (A/Myanmar/M278/2009(H1N1))
no rank,885544,Influenza A virus (A/Myanmar/M279/2009(H1N1))
no rank,885545,Influenza A virus (A/Myanmar/M280/2009(H1N1))
no rank,885546,Influenza A virus (A/Myanmar/M286/2009(H1N1))
no rank,885547,Influenza A virus (A/Myanmar/M294/2009(H1N1))
no rank,885548,Influenza A virus (A/Myanmar/M306/2009(H1N1))
no rank,885549,Influenza A virus (A/Myanmar/M314/2009(H1N1))
no rank,885550,Influenza A virus (A/Myanmar/M339/2008(H1N1))
no rank,885551,Influenza A virus (A/Myanmar/M350/2008(H1N1))
no rank,885552,Influenza A virus (A/Myanmar/M353/2009(H1N1))
no rank,885553,Influenza A virus (A/Myanmar/M356/2008(H1N1))
no rank,885554,Influenza A virus (A/Myanmar/M372/2008(H1N1))
no rank,885555,Influenza A virus (A/Myanmar/M374/2009(H1N1))
no rank,885556,Influenza A virus (A/Myanmar/M411/2009(H1N1))
no rank,885557,Influenza A virus (A/Myanmar/M416/2008(H1N1))
no rank,885558,Influenza A virus (A/Myanmar/M419/2008(H1N1))
no rank,885559,Influenza A virus (A/Myanmar/M424/2008(H1N1))
no rank,885560,Influenza A virus (A/Myanmar/M428/2009(H1N1))
no rank,885561,Influenza A virus (A/Myanmar/M438/2008(H1N1))
no rank,885562,Influenza A virus (A/Myanmar/M470/2009(H1N1))
no rank,885563,Influenza A virus (A/Myanmar/M486/2008(H1N1))
no rank,885564,Influenza A virus (A/Myanmar/M494/2009(H1N1))
no rank,885565,Influenza A virus (A/Myanmar/M533/2009(H1N1))
no rank,885566,Influenza A virus (A/Myanmar/M534/2009(H1N1))
no rank,885567,Influenza A virus (A/Myanmar/M535/2009(H1N1))
no rank,885568,Influenza A virus (A/Myanmar/M536/2009(H1N1))
no rank,885569,Influenza A virus (A/Myanmar/M538/2009(H1N1))
no rank,885570,Influenza A virus (A/Myanmar/M541/2009(H1N1))
no rank,885571,Influenza A virus (A/Myanmar/M542/2009(H1N1))
no rank,885572,Influenza A virus (A/Myanmar/M543/2009(H1N1))
no rank,885573,Influenza A virus (A/Myanmar/M544/2009(H1N1))
no rank,885574,Influenza A virus (A/Myanmar/M545/2009(H1N1))
no rank,885575,Influenza A virus (A/Myanmar/M570/2009(H1N1))
no rank,885576,Influenza A virus (A/Myanmar/M571/2009(H1N1))
no rank,885577,Influenza A virus (A/Myanmar/M574/2009(H1N1))
no rank,885578,Influenza A virus (A/Myanmar/M576/2009(H1N1))
no rank,885579,Influenza A virus (A/Myanmar/M577/2009(H1N1))
no rank,2060486,Influenza A virus (A/Mysore/MCVRAF7638/2017(H1N1))
no rank,2060487,Influenza A virus (A/Mysore/MCVRAF7729/2017(H1N1))
no rank,2060488,Influenza A virus (A/Mysore/MCVRAF7736/2017(H1N1))
no rank,242345,Influenza A virus (A/Nagano/1101/2001(H1N1))
no rank,1001808,Influenza A virus (A/Nagano/1148/2002(H1N1))
no rank,380199,Influenza A virus (A/Nagano/1669/1989(H1N1))
no rank,242367,Influenza A virus (A/Nagano/6059/1996(H1N1))
no rank,380200,Influenza A virus (A/Nagano/92/1991(H1N1))
no rank,702698,Influenza A virus (A/Nagano/RC1/2009(H1N1))
no rank,664567,Influenza A virus (A/Nagasaki/07N001/2007(H1N1))
no rank,664589,Influenza A virus (A/Nagasaki/07N005/2008(H1N1))
no rank,664568,Influenza A virus (A/Nagasaki/07N006/2008(H1N1))
no rank,664569,Influenza A virus (A/Nagasaki/07N010/2008(H1N1))
no rank,664590,Influenza A virus (A/Nagasaki/07N011/2008(H1N1))
no rank,664570,Influenza A virus (A/Nagasaki/07N014/2008(H1N1))
no rank,664571,Influenza A virus (A/Nagasaki/07N016/2008(H1N1))
no rank,664591,Influenza A virus (A/Nagasaki/07N020/2008 (H1N1))
no rank,1610497,Influenza A virus (A/Nagasaki/07N020/2008(H1N1))
no rank,664592,Influenza A virus (A/Nagasaki/07N035/2008(H1N1))
no rank,654286,Influenza A virus (A/Nagasaki/08N001/2008(H1N1))
no rank,654287,Influenza A virus (A/Nagasaki/08N004/2008(H1N1))
no rank,654288,Influenza A virus (A/Nagasaki/08N005/2008(H1N1))
no rank,654289,Influenza A virus (A/Nagasaki/08N006/2009(H1N1))
no rank,654290,Influenza A virus (A/Nagasaki/08N011/2009(H1N1))
no rank,654291,Influenza A virus (A/Nagasaki/08N024/2009(H1N1))
no rank,654292,Influenza A virus (A/Nagasaki/08N026/2009(H1N1))
no rank,654293,Influenza A virus (A/Nagasaki/08N027/2009(H1N1))
no rank,654294,Influenza A virus (A/Nagasaki/08N029/2009(H1N1))
no rank,654295,Influenza A virus (A/Nagasaki/08N072/2009(H1N1))
no rank,861019,Influenza A virus (A/Nagasaki/09N005/2009(H1N1))
no rank,861020,Influenza A virus (A/Nagasaki/09N012/2009(H1N1))
no rank,861021,Influenza A virus (A/Nagasaki/09N015/2009(H1N1))
no rank,861022,Influenza A virus (A/Nagasaki/09N016/2009(H1N1))
no rank,861023,Influenza A virus (A/Nagasaki/09N018/2009(H1N1))
no rank,861024,Influenza A virus (A/Nagasaki/09N019/2009(H1N1))
no rank,861025,Influenza A virus (A/Nagasaki/09N020/2009(H1N1))
no rank,861026,Influenza A virus (A/Nagasaki/09N021/2009(H1N1))
no rank,861027,Influenza A virus (A/Nagasaki/09N023/2009(H1N1))
no rank,861028,Influenza A virus (A/Nagasaki/09N024/2009(H1N1))
no rank,861029,Influenza A virus (A/Nagasaki/09N028/2009(H1N1))
no rank,861030,Influenza A virus (A/Nagasaki/09N033/2009(H1N1))
no rank,861031,Influenza A virus (A/Nagasaki/09N036/2009(H1N1))
no rank,861032,Influenza A virus (A/Nagasaki/09N040/2009(H1N1))
no rank,861033,Influenza A virus (A/Nagasaki/09N057/2009(H1N1))
no rank,861034,Influenza A virus (A/Nagasaki/09N074/2009(H1N1))
no rank,861035,Influenza A virus (A/Nagasaki/09N079/2009(H1N1))
no rank,861036,Influenza A virus (A/Nagasaki/09N083/2009(H1N1))
no rank,861037,Influenza A virus (A/Nagasaki/09N102/2009(H1N1))
no rank,861038,Influenza A virus (A/Nagasaki/09N105/2009(H1N1))
no rank,861039,Influenza A virus (A/Nagasaki/09N110/2009(H1N1))
no rank,861040,Influenza A virus (A/Nagasaki/09N114/2009(H1N1))
no rank,861041,Influenza A virus (A/Nagasaki/09N116/2009(H1N1))
no rank,861042,Influenza A virus (A/Nagasaki/09N117/2010(H1N1))
no rank,861043,Influenza A virus (A/Nagasaki/09N121/2010(H1N1))
no rank,1090748,Influenza A virus (A/Nagasaki/10N005/2011(H1N1))
no rank,1090750,Influenza A virus (A/Nagasaki/10N010/2011(H1N1))
no rank,1090755,Influenza A virus (A/Nagasaki/10N073/2011(H1N1))
no rank,1090757,Influenza A virus (A/Nagasaki/10N088/2011(H1N1))
no rank,1090759,Influenza A virus (A/Nagasaki/10N103/2011(H1N1))
no rank,1627988,Influenza A virus (A/Nagasaki/13N018/2014(H1N1))
no rank,1627989,Influenza A virus (A/Nagasaki/13N026/2014(H1N1))
no rank,1627990,Influenza A virus (A/Nagasaki/13N058/2014(H1N1))
no rank,1627991,Influenza A virus (A/Nagasaki/13N059/2014(H1N1))
no rank,1627992,Influenza A virus (A/Nagasaki/13N060/2014(H1N1))
no rank,1627993,Influenza A virus (A/Nagasaki/13N067/2014(H1N1))
no rank,1627994,Influenza A virus (A/Nagasaki/13N075/2014(H1N1))
no rank,1627995,Influenza A virus (A/Nagasaki/13N094/2014(H1N1))
no rank,1627996,Influenza A virus (A/Nagasaki/13N095/2014(H1N1))
no rank,242368,Influenza A virus (A/Nagasaki/142/1999(H1N1))
no rank,749289,Influenza A virus (A/Nagasaki/3/2009(H1N1))
no rank,748297,Influenza A virus (A/Nagasaki/HA-10-1/2010(H1N1))
no rank,748305,Influenza A virus (A/Nagasaki/HA-10-10/2010(H1N1))
no rank,748306,Influenza A virus (A/Nagasaki/HA-10-11/2010(H1N1))
no rank,748307,Influenza A virus (A/Nagasaki/HA-10-12/2010(H1N1))
no rank,748308,Influenza A virus (A/Nagasaki/HA-10-13/2010(H1N1))
no rank,760533,Influenza A virus (A/Nagasaki/HA-10-14/2010(H1N1))
no rank,760534,Influenza A virus (A/Nagasaki/HA-10-15/2010(H1N1))
no rank,760535,Influenza A virus (A/Nagasaki/HA-10-17/2010(H1N1))
no rank,760536,Influenza A virus (A/Nagasaki/HA-10-18/2010(H1N1))
no rank,760537,Influenza A virus (A/Nagasaki/HA-10-19/2010(H1N1))
no rank,748298,Influenza A virus (A/Nagasaki/HA-10-2/2010(H1N1))
no rank,760538,Influenza A virus (A/Nagasaki/HA-10-20/2010(H1N1))
no rank,760539,Influenza A virus (A/Nagasaki/HA-10-21/2010(H1N1))
no rank,760540,Influenza A virus (A/Nagasaki/HA-10-22/2010(H1N1))
no rank,760541,Influenza A virus (A/Nagasaki/HA-10-24/2010(H1N1))
no rank,760542,Influenza A virus (A/Nagasaki/HA-10-25/2010(H1N1))
no rank,760543,Influenza A virus (A/Nagasaki/HA-10-26/2010(H1N1))
no rank,760544,Influenza A virus (A/Nagasaki/HA-10-27/2010(H1N1))
no rank,760545,Influenza A virus (A/Nagasaki/HA-10-28/2010(H1N1))
no rank,748299,Influenza A virus (A/Nagasaki/HA-10-3/2010(H1N1))
no rank,760546,Influenza A virus (A/Nagasaki/HA-10-30/2010(H1N1))
no rank,748300,Influenza A virus (A/Nagasaki/HA-10-4/2010(H1N1))
no rank,748301,Influenza A virus (A/Nagasaki/HA-10-5/2010(H1N1))
no rank,748302,Influenza A virus (A/Nagasaki/HA-10-6/2010(H1N1))
no rank,748309,Influenza A virus (A/Nagasaki/HA-10-69/2010(H1N1))
no rank,748303,Influenza A virus (A/Nagasaki/HA-10-7/2010(H1N1))
no rank,748304,Influenza A virus (A/Nagasaki/HA-10-9/2010(H1N1))
no rank,687805,Influenza A virus (A/Nagasaki/HA-10/2009(H1N1))
no rank,687806,Influenza A virus (A/Nagasaki/HA-11/2009(H1N1))
no rank,687807,Influenza A virus (A/Nagasaki/HA-12/2009(H1N1))
no rank,687808,Influenza A virus (A/Nagasaki/HA-13/2009(H1N1))
no rank,687809,Influenza A virus (A/Nagasaki/HA-14/2009(H1N1))
no rank,687810,Influenza A virus (A/Nagasaki/HA-15/2009(H1N1))
no rank,687811,Influenza A virus (A/Nagasaki/HA-16/2009(H1N1))
no rank,687812,Influenza A virus (A/Nagasaki/HA-17/2009(H1N1))
no rank,687813,Influenza A virus (A/Nagasaki/HA-18/2009(H1N1))
no rank,687814,Influenza A virus (A/Nagasaki/HA-22/2009(H1N1))
no rank,696779,Influenza A virus (A/Nagasaki/HA-24/2009(H1N1))
no rank,687815,Influenza A virus (A/Nagasaki/HA-25/2009(H1N1))
no rank,687816,Influenza A virus (A/Nagasaki/HA-26/2009(H1N1))
no rank,687817,Influenza A virus (A/Nagasaki/HA-27/2009(H1N1))
no rank,687818,Influenza A virus (A/Nagasaki/HA-28/2009(H1N1))
no rank,687819,Influenza A virus (A/Nagasaki/HA-29/2009(H1N1))
no rank,696780,Influenza A virus (A/Nagasaki/HA-30/2009(H1N1))
no rank,687820,Influenza A virus (A/Nagasaki/HA-31/2009(H1N1))
no rank,687821,Influenza A virus (A/Nagasaki/HA-32/2009(H1N1))
no rank,687822,Influenza A virus (A/Nagasaki/HA-33/2009(H1N1))
no rank,687823,Influenza A virus (A/Nagasaki/HA-34/2009(H1N1))
no rank,687824,Influenza A virus (A/Nagasaki/HA-35/2009(H1N1))
no rank,687825,Influenza A virus (A/Nagasaki/HA-36/2009(H1N1))
no rank,696781,Influenza A virus (A/Nagasaki/HA-37/2009(H1N1))
no rank,687826,Influenza A virus (A/Nagasaki/HA-38/2009(H1N1))
no rank,687827,Influenza A virus (A/Nagasaki/HA-39/2009(H1N1))
no rank,686450,Influenza A virus (A/Nagasaki/HA-4/2009(H1N1))
no rank,687828,Influenza A virus (A/Nagasaki/HA-40/2009(H1N1))
no rank,687829,Influenza A virus (A/Nagasaki/HA-41/2009(H1N1))
no rank,687830,Influenza A virus (A/Nagasaki/HA-42/2009(H1N1))
no rank,687831,Influenza A virus (A/Nagasaki/HA-44/2009(H1N1))
no rank,706424,Influenza A virus (A/Nagasaki/HA-46/2009(H1N1))
no rank,696783,Influenza A virus (A/Nagasaki/HA-48/2009(H1N1))
no rank,702288,Influenza A virus (A/Nagasaki/HA-49/2009(H1N1))
no rank,696784,Influenza A virus (A/Nagasaki/HA-50/2009(H1N1))
no rank,696785,Influenza A virus (A/Nagasaki/HA-52/2009(H1N1))
no rank,696786,Influenza A virus (A/Nagasaki/HA-53/2009(H1N1))
no rank,702287,Influenza A virus (A/Nagasaki/HA-56/2009(H1N1))
no rank,697295,Influenza A virus (A/Nagasaki/HA-57/2009(H1N1))
no rank,697296,Influenza A virus (A/Nagasaki/HA-58/2009(H1N1))
no rank,696787,Influenza A virus (A/Nagasaki/HA-59/2009(H1N1))
no rank,686918,Influenza A virus (A/Nagasaki/HA-6/2009(H1N1))
no rank,696788,Influenza A virus (A/Nagasaki/HA-60/2009(H1N1))
no rank,697297,Influenza A virus (A/Nagasaki/HA-62/2009(H1N1))
no rank,696789,Influenza A virus (A/Nagasaki/HA-63/2009(H1N1))
no rank,760531,Influenza A virus (A/Nagasaki/HA-64/2009(H1N1))
no rank,760532,Influenza A virus (A/Nagasaki/HA-65/2009(H1N1))
no rank,687804,Influenza A virus (A/Nagasaki/HA-9/2009(H1N1))
no rank,684752,Influenza A virus (A/Nagasaki/I01/2009(H1N1))
no rank,687832,Influenza A virus (A/Nagasaki/NU-1/2009(H1N1))
no rank,696782,Influenza A virus (A/Nagasaki/NU-2/2009(H1N1))
no rank,702289,Influenza A virus (A/Nagasaki/NU-3/2009(H1N1))
no rank,1699208,Influenza A virus (A/Nagda/4840/2015(H1N1))
no rank,1599238,Influenza A virus (A/Naghpur/0712120/2007(H1N1))
no rank,1599239,Influenza A virus (A/Naghpur/0712124/2007(H1N1))
no rank,1599240,Influenza A virus (A/Naghpur/0712125/2007(H1N1))
no rank,1599241,Influenza A virus (A/Naghpur/0712131/2007(H1N1))
no rank,1599242,Influenza A virus (A/Naghpur/075662/2007(H1N1))
no rank,242369,Influenza A virus (A/Nagoya/16/2000(H1N1))
no rank,242346,Influenza A virus (A/Nagoya/26/2001(H1N1))
no rank,242370,Influenza A virus (A/Nagoya/27/1995(H1N1))
no rank,242331,Influenza A virus (A/Nagoya/32/2002(H1N1))
no rank,869155,Influenza A virus (A/Nairobi/3/2009(H1N1))
no rank,869156,Influenza A virus (A/Nairobi/37/2009(H1N1))
no rank,877483,Influenza A virus (A/Nairobi/59/2009(H1N1))
no rank,877484,Influenza A virus (A/Nairobi/64/2009(H1N1))
no rank,1612637,Influenza A virus (A/NanChang/08/2010(H1N1))
no rank,394786,Influenza A virus (A/Nanchang/11/1996(H1N1))
no rank,394787,Influenza A virus (A/Nanchang/13/1996(H1N1))
no rank,394788,Influenza A virus (A/Nanchang/14/1996(H1N1))
no rank,394789,Influenza A virus (A/Nanchang/15/1996(H1N1))
no rank,394790,Influenza A virus (A/Nanchang/16/1996(H1N1))
no rank,1194314,Influenza A virus (A/Nanchang/16A/1999(H1N1))
no rank,394791,Influenza A virus (A/Nanchang/17/1996(H1N1))
no rank,394792,Influenza A virus (A/Nanchang/19/1996(H1N1))
no rank,394793,Influenza A virus (A/Nanchang/21/1996(H1N1))
no rank,394794,Influenza A virus (A/Nanchang/23/1996(H1N1))
no rank,394795,Influenza A virus (A/Nanchang/25/1996(H1N1))
no rank,394796,Influenza A virus (A/Nanchang/26/1996(H1N1))
no rank,440465,Influenza A virus (A/Nanchang/4/1998(H1N1))
no rank,394784,Influenza A virus (A/Nanchang/8/1996(H1N1))
no rank,1006158,Influenza A virus (A/Nanchang/8002/2009(H1N1))
no rank,1006176,Influenza A virus (A/Nanchang/8008/2009(H1N1))
no rank,941627,Influenza A virus (A/Nanchang/8009/2009(H1N1))
no rank,1006177,Influenza A virus (A/Nanchang/8011/2009(H1N1))
no rank,941623,Influenza A virus (A/Nanchang/8014/2009(H1N1))
no rank,941624,Influenza A virus (A/Nanchang/8015/2009(H1N1))
no rank,941625,Influenza A virus (A/Nanchang/8021/2009(H1N1))
no rank,941626,Influenza A virus (A/Nanchang/8029/2009(H1N1))
no rank,394785,Influenza A virus (A/Nanchang/9/1996(H1N1))
no rank,911261,Influenza A virus (A/Nanded/NIV29214/2010(H1N1))
no rank,653688,Influenza A virus (A/Nanjing/1/2009(H1N1))
no rank,664707,Influenza A virus (A/Nanjing/2/2009(H1N1))
no rank,692883,Influenza A virus (A/Nanjing/3/2009(H1N1))
no rank,1118860,Influenza A virus (A/Nanjing/NJU-108/2009(H1N1))
no rank,1563923,Influenza A virus (A/NanPing/SWL1109/2011(H1N1))
no rank,1563924,Influenza A virus (A/NanPing/SWL1124/2014(H1N1))
no rank,1563925,Influenza A virus (A/NanPing/SWL1132/2011(H1N1))
no rank,1563926,Influenza A virus (A/NanPing/SWL1151/2013(H1N1))
no rank,1563927,Influenza A virus (A/NanPing/SWL1223/2014(H1N1))
no rank,1563928,Influenza A virus (A/NanPing/SWL1402/2013(H1N1))
no rank,1563929,Influenza A virus (A/NanPing/SWL151/2011(H1N1))
no rank,1563930,Influenza A virus (A/NanPing/SWL1538/2010(H1N1))
no rank,1563931,Influenza A virus (A/NanPing/SWL1569/2010(H1N1))
no rank,1563932,Influenza A virus (A/NanPing/SWL1570/2010(H1N1))
no rank,1563933,Influenza A virus (A/NanPing/SWL1640/2013(H1N1))
no rank,1563934,Influenza A virus (A/NanPing/SWL174/2011(H1N1))
no rank,1563935,Influenza A virus (A/NanPing/SWL186/2011(H1N1))
no rank,1563936,Influenza A virus (A/NanPing/SWL2288/2014(H1N1))
no rank,1563937,Influenza A virus (A/NanPing/SWL33/2013(H1N1))
no rank,1563938,Influenza A virus (A/NanPing/SWL35/2013(H1N1))
no rank,242347,Influenza A virus (A/Nara/13/2001(H1N1))
no rank,242332,Influenza A virus (A/Nara/41/2002(H1N1))
no rank,645520,Influenza A virus (A/Narita/1/2009(H1N1))
no rank,1448294,Influenza A virus (A/Navarra/1564/2013(H1N1))
no rank,660861,Influenza A virus (A/Navarra/RR3389/2009(H1N1))
no rank,660539,Influenza A virus (A/Naypyitaw/M499/2008(H1N1))
no rank,660540,Influenza A virus (A/Naypyitaw/M721/2008(H1N1))
no rank,660541,Influenza A virus (A/Naypyitaw/M783/2008(H1N1))
no rank,938039,Influenza A virus (A/Neamt/01/2010(H1N1))
no rank,1034714,Influenza A virus (A/Neamt/2058/2010(H1N1))
no rank,1034682,Influenza A virus (A/Neamt/51999/2011(H1N1))
no rank,476358,Influenza A virus (A/Nebraska/01/2007(H1N1))
no rank,535866,Influenza A virus (A/Nebraska/01/2008(H1N1))
no rank,666247,Influenza A virus (A/Nebraska/01/2009(H1N1))
no rank,1305312,Influenza A virus (A/Nebraska/01/2010(H1N1))
no rank,1681967,Influenza A virus (A/Nebraska/01/2014(H1N1))
no rank,1823965,Influenza A virus (A/Nebraska/01/2016(H1N1))
no rank,476359,Influenza A virus (A/Nebraska/02/2007(H1N1))
no rank,643852,Influenza A virus (A/Nebraska/02/2009(H1N1))
no rank,1305313,Influenza A virus (A/Nebraska/02/2010(H1N1))
no rank,1865296,Influenza A virus (A/Nebraska/02/2016(H1N1))
no rank,645265,Influenza A virus (A/Nebraska/03/2009(H1N1))
no rank,1823966,Influenza A virus (A/Nebraska/03/2016(H1N1))
no rank,1318360,Influenza A virus (A/Nebraska/04/2011(H1N1))
no rank,1823967,Influenza A virus (A/Nebraska/04/2016(H1N1))
no rank,666248,Influenza A virus (A/Nebraska/05/2009(H1N1))
no rank,1398837,Influenza A virus (A/Nebraska/05/2013(H1N1))
no rank,1865297,Influenza A virus (A/Nebraska/05/2016(H1N1))
no rank,1968212,Influenza A virus (A/Nebraska/05/2017(H1N1))
no rank,666249,Influenza A virus (A/Nebraska/06/2009(H1N1))
no rank,1318361,Influenza A virus (A/Nebraska/06/2011(H1N1))
no rank,1320453,Influenza A virus (A/Nebraska/06/2012(H1N1))
no rank,1865298,Influenza A virus (A/Nebraska/06/2016(H1N1))
no rank,593962,Influenza A virus (A/Nebraska/07/2008(H1N1))
no rank,1318362,Influenza A virus (A/Nebraska/07/2011(H1N1))
no rank,1540638,Influenza A virus (A/Nebraska/08/2013(H1N1))
no rank,1865299,Influenza A virus (A/Nebraska/08/2016(H1N1))
no rank,2043114,Influenza A virus (A/Nebraska/08/2017(H1N1))
no rank,1865300,Influenza A virus (A/Nebraska/09/2016(H1N1))
no rank,1318363,Influenza A virus (A/Nebraska/10/2011(H1N1))
no rank,1320454,Influenza A virus (A/Nebraska/10/2012(H1N1))
no rank,1305314,Influenza A virus (A/Nebraska/13/2009(H1N1))
no rank,1318364,Influenza A virus (A/Nebraska/13/2011(H1N1))
no rank,1865301,Influenza A virus (A/Nebraska/13/2016(H1N1))
no rank,1865302,Influenza A virus (A/Nebraska/14/2016(H1N1))
no rank,1540639,Influenza A virus (A/Nebraska/15/2013(H1N1))
no rank,1865303,Influenza A virus (A/Nebraska/15/2016(H1N1))
no rank,1865304,Influenza A virus (A/Nebraska/16/2016(H1N1))
no rank,1865305,Influenza A virus (A/Nebraska/17/2016(H1N1))
no rank,1305315,Influenza A virus (A/Nebraska/18/2009(H1N1))
no rank,1913231,Influenza A virus (A/Nebraska/18/2016(H1N1))
no rank,1305316,Influenza A virus (A/Nebraska/19/2009(H1N1))
no rank,1865306,Influenza A virus (A/Nebraska/19/2016(H1N1))
no rank,402943,Influenza A virus (A/Nebraska/2/2003(H1N1))
no rank,1305317,Influenza A virus (A/Nebraska/20/2009(H1N1))
no rank,1823968,Influenza A virus (A/Nebraska/20/2015(H1N1))
no rank,1305318,Influenza A virus (A/Nebraska/22/2009(H1N1))
no rank,1305319,Influenza A virus (A/Nebraska/23/2009(H1N1))
no rank,1936841,Influenza A virus (A/Nebraska/28/2016(H1N1))
no rank,1482441,Influenza A virus (A/Nebraska/3613/2013(H1N1))
no rank,1482442,Influenza A virus (A/Nebraska/3614/2013(H1N1))
no rank,1482443,Influenza A virus (A/Nebraska/3615/2013(H1N1))
no rank,1482444,Influenza A virus (A/Nebraska/3616/2013(H1N1))
no rank,1636736,Influenza A virus (A/Nebraska/3932/2013(H1N1))
no rank,1636737,Influenza A virus (A/Nebraska/3933/2013(H1N1))
no rank,1636740,Influenza A virus (A/Nebraska/3934/2013(H1N1))
no rank,402944,Influenza A virus (A/Nebraska/4/2003(H1N1))
no rank,1921974,Influenza A virus (A/Nebraska/4917/2016(H1N1))
no rank,1922010,Influenza A virus (A/Nebraska/4975/2016(H1N1))
no rank,1922032,Influenza A virus (A/Nebraska/5016/2016(H1N1))
no rank,1922068,Influenza A virus (A/Nebraska/5076/2016(H1N1))
no rank,1922069,Influenza A virus (A/Nebraska/5077/2016(H1N1))
no rank,1924793,Influenza A virus (A/Nebraska/5214/2016(H1N1))
no rank,1930377,Influenza A virus (A/Nebraska/5297/2016(H1N1))
no rank,1930378,Influenza A virus (A/Nebraska/5298/2016(H1N1))
no rank,1931467,Influenza A virus (A/Nebraska/5457/2016(H1N1))
no rank,1931468,Influenza A virus (A/Nebraska/5458/2016(H1N1))
no rank,2037280,Influenza A virus (A/Nebraska/5830/2017(H1N1))
no rank,528501,Influenza A virus (A/Nebraska/AF1287/2008(H1N1))
no rank,528502,Influenza A virus (A/Nebraska/AF1288/2008(H1N1))
no rank,528503,Influenza A virus (A/Nebraska/AF1289/2008(H1N1))
no rank,528504,Influenza A virus (A/Nebraska/AF1290/2008(H1N1))
no rank,876498,Influenza A virus (A/Nebraska/AF2476/2009(H1N1))
